2020-01-02,0.00000000,1.00000000,0.00000000
2020-01-03,0.00000000,1.00000000,0.00000000
2020-01-06,0.00000000,1.00000000,0.00000000
2020-01-07,0.00000000,1.00000000,0.00000000
2020-01-08,0.00000000,1.00000000,0.00000000
2020-01-09,0.00000000,1.00000000,0.00000000
2020-01-10,0.00000000,1.00000000,0.00000000
2020-01-13,0.00000000,1.00000000,0.00000000
2020-01-14,0.00000000,1.00000000,0.00000000
2020-01-15,0.00000000,1.00000000,0.00000000
2020-01-16,0.00000000,1.00000000,0.00000000
2020-01-17,0.00000000,1.00000000,0.00000000
2020-01-21,0.00000000,1.00000000,0.00000000
2020-01-22,0.00000000,1.00000000,0.00000000
2020-01-23,0.00000000,1.00000000,0.00000000
2020-01-24,-0.00051827,0.99948173,-0.00051827
2020-01-27,0.00197124,1.00145195,0.00000000
2020-01-28,-0.00440597,0.99703958,-0.00440597
2020-01-29,-0.00015544,0.99688459,-0.00456073
2020-01-30,-0.00738120,0.98952639,-0.01190827
2020-01-31,-0.00281203,0.98674382,-0.01468681
2020-02-03,0.00609548,0.99275849,-0.00868085
2020-02-04,-0.00305198,0.98972861,-0.01170634
2020-02-05,-0.00109305,0.98864679,-0.01278660
2020-02-06,-0.00450059,0.98419729,-0.01722964
2020-02-07,-0.00214860,0.98208265,-0.01934122
2020-02-10,-0.00226215,0.97986103,-0.02155962
2020-02-11,0.00071497,0.98056160,-0.02086006
2020-02-12,-0.00100086,0.97958019,-0.02184004
2020-02-13,-0.00092167,0.97867734,-0.02274159
2020-02-14,0.00356985,0.98217107,-0.01925292
2020-02-18,-0.00433736,0.97791104,-0.02350677
2020-02-19,0.00428054,0.98209703,-0.01932686
2020-02-20,0.00189628,0.98395936,-0.01746722
2020-02-21,-0.01004434,0.97407614,-0.02733612
2020-02-24,-0.00030789,0.97377624,-0.02763559
2020-02-25,0.00813997,0.98170274,-0.01972057
2020-02-26,-0.00226483,0.97947936,-0.02194073
2020-02-27,0.00587712,0.98523587,-0.01619256
2020-02-28,0.00875305,0.99385969,-0.00758125
2020-03-02,0.00319052,0.99703062,-0.00441491
2020-03-03,0.00647251,1.00348392,0.00000000
2020-03-04,-0.00575659,0.99770727,-0.00575659
2020-03-05,-0.00120911,0.99650093,-0.00695874
2020-03-06,-0.01568888,0.98086695,-0.02253845
2020-03-09,0.00508235,0.98585206,-0.01757064
2020-03-10,0.01214209,0.99782237,-0.00564189
2020-03-11,0.00445236,1.00226503,-0.00121465
